manufacturer,model_name,category,screen_size,screen,cpu,ram_gb,storage_gb,gpu,operating_system,operating_system_version,weight_kg,price,storage_device
Lenovo,V320-17ISK (i3-6006U/4/500/FHD/No,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,No OS,,2.8,470.0,HDD
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8,500,Intel HD Graphics 520,Windows,10,2.29,408.0,HDD
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows,10,1.37,1801.0,SSD
Lenovo,Thinkpad T470p,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Intel HD Graphics 630,Windows,10,1.7,1311.0,SSD
Dell,Latitude 5289,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.34,1485.0,SSD
Dell,Precision 3520,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M620,Windows,10,2.06,1568.0,SSD
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.84,1084.0,SSD
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows,10,2.1,594.0,HDD
Acer,Aspire 1,Notebook,14.0,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,1.6,293.0,Flash Storage
MSI,Laptop MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,128,Nvidia GeForce GTX 970M,Windows,10,4.14,1955.0,SSD + HDD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128,AMD Radeon R5 M420,Linux,,2.18,413.0,HDD
MSI,GS63VR 7RF,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1060,Windows,10,1.8,1363.0,SSD + HDD
Toshiba,Tecra Z50-C-144,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,10,2.2,1244.0,SSD
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256,Intel HD Graphics 620,Windows,10,2.4,502.0,HDD
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Intel HD Graphics 630,Windows,10,2.0,1155.0,SSD
Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128,Intel HD Graphics 405,Windows,10,1.6,310.0,Flash Storage
Lenovo,Thinkpad P51,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32,1000,Nvidia Quadro M2200M,Windows,10,2.5,2904.0,SSD
Dell,Inspiron 7559,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,500,Nvidia GeForce GTX 960<U+039C>,Windows,10,2.59,782.0,HDD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128,Intel HD Graphics 520,Linux,,2.18,395.0,HDD
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128,Intel HD Graphics 520,Linux,,2.25,319.0,HDD
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,500,Intel HD Graphics 620,Linux,,1.93,773.0,HDD
Asus,FX753VD-GC007T (i7-7700HQ/8/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050,Windows,10,3.0,1039.0,SSD + HDD
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,AMD Radeon R5 M420,Linux,,2.18,506.0,SSD
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows,10,1.84,1235.0,SSD
MSI,GT62VR 7RE,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1070,Windows,10,2.94,1344.0,SSD + HDD
Acer,CB5-132T-C9KK (N3160/4/32/Chrome,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,32,Intel HD Graphics 400,Chrome OS,,1.25,337.0,Flash Storage
HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows,10,2.31,999.0,SSD
Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,7,1.65,1303.0,SSD
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,128,AMD Radeon 530,Windows,10,2.2,690.0,HDD
Fujitsu,LifeBook A557,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,2.2,710.0,SSD
HP,EliteBook 850,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,7,1.88,829.0,HDD
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,500,Nvidia GeForce 920MX,Windows,10,2.2,799.0,HDD
Mediacom,SmartBook 140,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2,32,Intel HD Graphics,Windows,10,1.4,213.0,Flash Storage
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,No OS,,2.2,416.0,SSD
Asus,Q304UA-BHI5T11 (i5-7200U/6/1TB/FHD/W10),2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6,256,Intel HD Graphics 620,Windows,10,1.5,568.0,HDD
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,2.0,1618.0,SSD
Asus,ZenBook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,1.1,1689.0,SSD
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,1315.0,SSD + HDD
Lenovo,V330-15IKB (i5-8250U/4/256/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256,Intel UHD Graphics 620,Windows,10,1.8,737.0,SSD
Lenovo,Ideapad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128,Nvidia GeForce 920MX ,Windows,10,2.2,515.0,HDD
Asus,X541NA-GO414T (N3350/8/1TB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,500,Intel HD Graphics 500,Windows,10,2.0,355.0,HDD
Asus,VivoBook Pro,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,500,Nvidia GeForce GTX 1050,Windows,10,1.99,806.0,HDD
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,1.23,1662.0,SSD
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Windows,10,1.42,221.0,Flash Storage
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.37,1563.0,SSD
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,500,Nvidia GeForce GTX 1050,Windows,10,2.06,1422.0,SSD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050M,Windows,10,2.5,986.0,SSD + HDD
HP,17-AK091ND (A9-9420/8/1TB/W10),Notebook,17.0,1600x900,AMD A9-Series 9420 3GHz,8,500,AMD Radeon R5,Windows,10,2.6,463.0,HDD
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,1.14,1452.0,SSD
Asus,ROG GL553VE-FY022,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500,Nvidia GeForce GTX 1050 Ti,No OS,,2.5,1039.0,HDD
Acer,Extensa EX2540,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,2.4,400.0,HDD
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32,Intel HD Graphics,Windows,10,1.43,244.0,Flash Storage
Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel Graphics 620,Windows,10,1.8,817.0,SSD
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1060,Windows,10,1.95,1541.0,SSD
Toshiba,Portege Z30-C-16J,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,1.2,1079.0,SSD
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.36,1408.0,SSD
Asus,ROG G701VI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512,Nvidia GeForce GTX 1080,Windows,10,3.8,1659.0,SSD
Acer,A715-71G-59DH (i5-7300HQ/8/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,500,Nvidia GeForce GTX 1050,Linux,,2.4,630.0,HDD
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,1.2,1289.0,SSD
MSI,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050 Ti,Windows,10,2.2,1060.0,SSD + HDD
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,No OS,,1.86,324.0,HDD
Toshiba,Tecra A50-D-11M,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500,Intel HD Graphics 620,Windows,10,2.0,946.0,HDD
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,AMD Radeon 530,Windows,10,2.2,817.0,SSD
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256,AMD Radeon 530,Windows,10,2.2,1009.0,SSD + HDD
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128,Nvidia GeForce GTX 960,Windows,10,3.31,1063.0,SSD + HDD
Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,512,Nvidia GeForce GTX 1070,Windows,10,4.42,1866.0,SSD + HDD
Dell,Latitude E7470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows,10,1.56,1093.0,SSD
Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500,Intel HD Graphics 500,Windows,10,2.2,373.0,HDD
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,10,2.2,476.0,HDD
HP,15-ay047nv (i3-6006U/6/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6,256,AMD Radeon R5 M430,Windows,10,2.04,479.0,HDD
MSI,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1060,Windows,10,2.7,1322.0,SSD + HDD
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4,128,Intel HD Graphics 520,Windows,10,2.1,443.0,SSD
Dell,Latitude 3580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500,Intel HD Graphics 620,Windows,10,2.06,849.0,HDD
HP,15-bs012nv (i7-7500U/8/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,500,AMD Radeon 530,Windows,10,2.1,662.0,HDD
Toshiba,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,2.0,1119.0,SSD
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Linux,,2.1,366.0,SSD
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,256,Intel Iris Plus Graphics 640,Windows,10 S,1.252,1661.0,SSD
Lenovo,V310-15ISK (i5-7200U/8/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,AMD Radeon R5 M430,Windows,10,1.9,727.0,SSD + HDD
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.3,919.0,SSD
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4,128,AMD Radeon R2 Graphics,Windows,10,2.2,310.0,SSD
HP,Pavilion X360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Nvidia GeForce 940MX,Windows,10,1.63,622.0,SSD
MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1050,Windows,10,2.4,1151.0,SSD + HDD
Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.1,1009.0,SSD
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,64,Intel HD Graphics 500,Chrome OS,,1.4,440.0,Flash Storage
LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel HD Graphics 620,Windows,10,1.09,1363.0,SSD
Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,1155.0,SSD
MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,2.2,887.0,SSD
Asus,L502NA-GO052T (N3350/4/128/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128,Intel HD Graphics 500,Windows,10,1.86,373.0,SSD
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128,Nvidia GeForce GTX 1060,Windows,10,3.21,1824.0,SSD + HDD
HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256,AMD Radeon R5 520,Windows,10,2.5,622.0,SSD
Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel UHD Graphics 620,Windows,10,1.19,1333.0,SSD
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256,Nvidia GeForce GTX 1070,Windows,10,3.49,1668.0,SSD + HDD
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,AMD Radeon 520,Windows,10,1.86,545.0,HDD
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128,AMD Radeon R5 M430,Windows,10,2.2,485.0,HDD
HP,17-Y002nv (A10-9600P/6/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,256,AMD Radeon R7 M440,Windows,10,2.65,506.0,HDD
Lenovo,V110-15ISK (3855U/4/500/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,500,Intel HD Graphics 510,Windows,10,2.1,283.0,HDD
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,32,Intel HD Graphics 510,Chrome OS,,1.45,333.0,Flash Storage
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,1.7,622.0,SSD
HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500,Nvidia Quadro M1200,Windows,10,3.14,1697.0,HDD
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.42,1535.0,SSD
Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.5,865.0,SSD
Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32,Intel HD Graphics,Windows,10,1.4,239.0,Flash Storage
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,1.38,1555.0,SSD
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4,64,Intel HD Graphics 515,Chrome OS,,1.2,595.0,Flash Storage
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows,10,1.36,1669.0,SSD
HP,15-bs011nv (i7-7500U/4/500/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500,AMD Radeon 530,Windows,10,2.1,613.0,HDD
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,500,Nvidia GeForce GTX 1050,Windows,10,2.56,728.0,HDD
Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4,256,AMD Radeon 530,Windows,10,2.2,355.0,SSD
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,500,AMD Radeon R7,Windows,10,2.2,381.0,HDD
Lenovo,V310-15IKB (i5-7200U/4/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows,10,2.1,553.0,HDD
Lenovo,V310-15ISK (i3-6006U/4/500/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,No OS,,1.9,400.0,HDD
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,2.18,707.0,SSD
Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,1.6,888.0,SSD
Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Nvidia Quadro M520M,Windows,7,2.18,1649.0,SSD
Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,1.8,1059.0,SSD
HP,17-ak002nv (A10-9620P/6/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,256,AMD Radeon 530,Windows,10,2.71,582.0,HDD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,1111.0,SSD + HDD
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256,Nvidia GeForce 930MX,Linux,,1.64,968.0,SSD
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500,Intel HD Graphics 620,Linux,,1.98,646.0,HDD
Asus,VivoBook E403NA,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,1.5,265.0,Flash Storage
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512,Intel HD Graphics 620,Windows,10,1.93,1269.0,SSD
Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 920MX,Windows,10,1.87,762.0,SSD
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows,10,1.9,1048.0,SSD
Lenovo,110-15ACL (A6-7310/4/500/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4,500,AMD Radeon R4,Windows,10,2.19,265.0,HDD
Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4,32,Intel HD Graphics 400,Windows,10,1.4,236.0,HDD
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 930MX,Windows,10,2.63,1067.0,SSD
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows,10,1.17,1500.0,SSD
HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.58,744.0,SSD
Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.32,1333.0,SSD
Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1000,Nvidia GeForce GTX 1070,Windows,10,4.36,2169.0,SSD + HDD
MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,1199.0,SSD + HDD
Lenovo,V310-15IKB (i5-7200U/4/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,No OS,,1.9,436.0,HDD
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128,AMD Radeon 530,Windows,10,2.2,639.0,SSD + HDD
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows,10,1.71,577.0,HDD
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,500,AMD Radeon R7 M445,Linux,,2.32,524.0,HDD
HP,15-BW037na (A9-9420/4/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,128,AMD Radeon 520,Windows,10,2.1,435.0,HDD
Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128,Nvidia GeForce GTX 1060,Windows,10,4.2,1721.0,SSD + HDD
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,500,Intel HD Graphics 620,Windows,10,2.25,577.0,HDD
HP,15-BW091ND (A9-9420/6/1TB,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128,AMD Radeon 520,Windows,10,2.1,578.0,SSD + HDD
Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,2.4,497.0,HDD
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.44,854.0,SSD
Lenovo,V310-15IKB (i7-7500U/4/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,128,Intel HD Graphics 620,Windows,10,1.85,693.0,HDD
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia Quadro M2200,Windows,10,2.6,1434.0,SSD
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,500,Intel UHD Graphics 620,Windows,10,1.55,586.0,HDD
MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1060,Windows,10,1.8,1862.0,SSD + HDD
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,2.4,365.0,HDD
Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128,Nvidia GeForce 940MX,Windows,10,2.0,1073.0,SSD + HDD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows,10,2.0,591.0,SSD
